CLAVE CT,NOM TURNO,NOMBRE CT,DOMICILIO,ENTRE CALLE ,Y CALLE,LOCALIDAD INEGI, NOMBRE LOCALIDAD,NOMBRE COLONIA,MUNICIPIO CLAVE INEGI,NOMBRE MUNICIPIO,DIRECTOR,CODIGO POSTAL,TELEFONO,CORREO,ZONA ESCOLAR,SECTOR,SOSTENIM.,NOM SOST.,NIVEL,PROGRAMA,LATITUD,LONGITUD
14DPR2730A,CONTINUO (JORNADA AMPLIADA),18 DE MARZO,LAZARO CARDENAS 124,0,0,89,SANTA RITA,0,16,AYOTLAN,JOSE LUIS DE LA ROSA RODRIGUEZ,47940,0,frenton387@hotmail.com,145,6,24,FEDERALIZADO,PRIMARIA,GENERAL,20.4426929,-102.3951209
14DPR2731Z,VESPERTINO,14 DE OCTUBRE,LAZARO CARDENAS 1,0,0,8,LA ESTANCIA DE AYONES,0,7,SAN JUANITO DE ESCOBEDO,ARMANDO AURELIANO SIORDIA SANCHEZ,46572,0,armandonanis62@hotmail.com,72,16,24,FEDERALIZADO,PRIMARIA,GENERAL,20.8825159,-104.087333
14DPR2732Z,CONTINUO (TIEMPO COMPLETO),JOSE MA MORELOS Y PAVON,5 DE FEBRERO 36,NICOLAS BRAVO,ANTONIO BRAVO,38,PORTES GIL (SAN IGNACIO),0,3,AHUALULCO DE MERCADO,PEDRO CARRILLO LOZANO,46730,7524273,meipe_cpedro66@hotmail.com,146,16,24,FEDERALIZADO,PRIMARIA,GENERAL,20.6556945,-103.9351112
14DPR2733Y,VESPERTINO,CRISTOBAL COLON,CONOCIDO,0,0,60,SAN ANTONIO DE ROA,0,1,ACATIC,FRANCISCO JAVIER HERRERA HERNANDEZ,45470,0,fran_javier05@hotmail.com,223,5,24,FEDERALIZADO,PRIMARIA,GENERAL,20.7691667,-102.9828334
14DPR2734X,VESPERTINO,EMILIANO ZAPATA,CONOCIDO,0,0,55,LA RESOLANA,0,1,ACATIC,J.JESUS DIAZ REAL,45470,0,resolana65@hotmail.com,223,5,24,FEDERALIZADO,PRIMARIA,GENERAL,20.7419166,-102.9281111
14DPR2735W,MATUTINO,MIGUEL HIDALGO Y COSTILLA,PRESIDENTE FELIX RAMIREZ 1,PROFESOR JOSE LUIS RICO,JUAN CAMPOS MU†OZ,1,ATOTONILCO EL ALTO,JOSEFINO,13,ATOTONILCO EL ALTO,FERNANDO CARO DE LEON,47753,9175752,14dpr2735w@escuelas.sej.gob.mx,21,6,24,FEDERALIZADO,PRIMARIA,GENERAL,20.5401814,-102.5074585
14DPR2736V,CONTINUO (JORNADA AMPLIADA),IGNACIO ZARAGOZA,INDEPENDENCIA 35 A,JUSTO SIERRA,0,74,LOS VOLCANES,0,12,ATENGUILLO,JOSE DE JESUS PE†A RODRIGUEZ,48130,7368723,izaragoza2736@gmail.com,17,17,24,FEDERALIZADO,PRIMARIA,GENERAL,20.32436,-104.5411891
14DPR2738T,MATUTINO,PEDRO OGAZON,CARRETERA SANTA ROSA KM. 18,0,0,3,AGUA FRIA,0,5,AMATITAN,MARTHA ELENA URIBE MIRAMONTES,45380,0,isisyhorus@hotmail.com,120,16,24,FEDERALIZADO,PRIMARIA,GENERAL,20.905639,-103.7181111
14DPR2740H,VESPERTINO,FRANCISCO I MADERO,CONOCIDO,0,0,8,COFRADIA DEL ROSARIO,0,4,AMACUECA,ANA MARIA HERNANDEZ TOSCANO,49370,4245701,anamariaht98@gmail.com,16,12,24,FEDERALIZADO,PRIMARIA,GENERAL,20.0292499,-103.5540277
14DPR2741G,MATUTINO,MANUEL LOPEZ COTILLA,MORELOS 4,0,0,15,CHOME (ACHIO),0,5,AMATITAN,ERIK ALBERTO SOLIS SANCHEZ,45380,0,blancageo2010@hotmail.com,120,16,24,FEDERALIZADO,PRIMARIA,GENERAL,20.8956943,-103.7356945
14DPR2742F,VESPERTINO,SALVADOR ALLENDE,GUAYABO 125,FAUNA,DESIERTOS,1,TONALA,LOMA DEL CAMICHIN,101,TONALA,JUAN MANUEL CASTRO SOLANO,45400,11870081,14dpr2742f@escuelas.sej.gob.mx,161,24,24,FEDERALIZADO,PRIMARIA,GENERAL,20.6311114,-103.2767142
14DPR2743E,CONTINUO (TIEMPO COMPLETO),EMILIANO ZAPATA,MARIANO BARCENAS 15,ADOLFO LOPEZ MATEOS,ABASOLO,28,SANTA CRUZ DE BARCENAS (SANTA CRUZ),0,3,AHUALULCO DE MERCADO,ALEJANDRO ENRIQUEZ VARGAS,46740,0,elcarpintero05080@hotmail.com,146,16,24,FEDERALIZADO,PRIMARIA,GENERAL,20.6705557,-103.9999999
14DPR2744D,CONTINUO (TIEMPO COMPLETO),LUIS DE LA PE†A,JUAREZ 2,MADERO,0,38,PORTES GIL (SAN IGNACIO),0,3,AHUALULCO DE MERCADO,VICTOR HUGO CORDOVA RUVALCABA,46756,0,vicor6@hotmail.com,146,16,24,FEDERALIZADO,PRIMARIA,GENERAL,20.6584444,-103.9398333
14DPR2745C,MATUTINO,JOSE MA MORELOS Y PAVON,CONOCIDO,0,0,40,CIENEGA DE MORA,0,35,ENCARNACION DE DIAZ,HECTOR ROQUE PEREZ,47270,0,zona049@hotmail.com,49,3,24,FEDERALIZADO,PRIMARIA,GENERAL,21.5070833,-102.3589167
14DPR2746B,MATUTINO,JUAN ESCUTIA,ADOLFO LOPEZ MATEOS 21,0,0,34,SAN LORENZO,0,34,EJUTLA,TANIA ARAMARA RENTERIA MEDINA,48680,1034799,aramara_32@hotmail.com,167,13,24,FEDERALIZADO,PRIMARIA,GENERAL,19.9570279,-103.9881111
14DPR2747A,CONTINUO (JORNADA AMPLIADA),FERNANDO MONTES DE OCA,CONOCIDO,0,0,52,MONTE LARGO,0,13,ATOTONILCO EL ALTO,GABRIELA GUZMAN HERNANDEZ,47750,0,sugey_centeno@hotmail.es,208,6,24,FEDERALIZADO,PRIMARIA,GENERAL,20.6403333,-102.4462778
14DPR2748Z,MATUTINO,MARTINEZ VALADEZ,CONOCIDO,0,0,50,MILPILLAS,0,13,ATOTONILCO EL ALTO,VICTOR MANUEL ALVA RAMIREZ,47775,0,14dpr2748z@escuelas.sej.gob.mx,21,6,24,FEDERALIZADO,PRIMARIA,GENERAL,20.5018055,-102.5322499
14DPR2749Z,MATUTINO,RAMON CORONA,CONOCIDO,0,0,57,OJO DE AGUA DE MORAN,0,13,ATOTONILCO EL ALTO,NESTOR RIVERA LOPEZ,47755,9317613,jefedire@hotmail.com,208,6,24,FEDERALIZADO,PRIMARIA,GENERAL,20.5948056,-102.529889
14DPR2750O,MATUTINO,JOSE CLEMENTE OROZCO,CONOCIDO,0,0,54,EL NACIMIENTO,0,13,ATOTONILCO EL ALTO,ELIGIO VERA CAZARES,47750,0,jclementeorozco@yahoo.com.mx,231,6,24,FEDERALIZADO,PRIMARIA,GENERAL,20.5390277,-102.5487779
14DPR2897H,MATUTINO,CARMEN SERDAN,CONOCIDO,0,0,44,LAS LIMAS,0,33,DEGOLLADO,LUIS EFREN PADILLA,47980,0,14dpr2897h@escuelas.sej.gob.mx,73,6,24,FEDERALIZADO,PRIMARIA,GENERAL,20.4175832,-102.1260556
14DPR2898G,MATUTINO,RAMON DURAN,16 DE SEPTIEMBRE 50,GRAN CANAL,NI†OS HEROES,47,SAN ANTONIO MATUTE,0,6,AMECA,MARIA BERTHA GUTIERREZ RUBIO,46700,0,gutierrezbertha@hotmail.com,18,17,24,FEDERALIZADO,PRIMARIA,GENERAL,20.5624444,-103.9541945
14DPR2900E,MATUTINO,NI†OS HEROES,MORELOS 12,LOPEZ MATEO,EMILIANO ZAPATA,48,SAN ANTONIO PUERTA DE LA VEGA,0,6,AMECA,JOSE ANTONIO VAZQUEZ ACOSTA,46710,7444186,14dpr2900e@escuelas.sej.gob.mx,18,17,24,FEDERALIZADO,PRIMARIA,GENERAL,20.5907777,-103.8971111
14DPR2901D,CONTINUO (JORNADA AMPLIADA),MIGUEL HIDALGO Y COSTILLA,JOSE MARIA CUELLAR 3,JESUS GARCIA,MIGUEL HIDALGO,42,EL PORTEZUELO,0,6,AMECA,ROBERTO PEREZ SANCHEZ,46715,0,chago_411@hotmail.com,18,17,24,FEDERALIZADO,PRIMARIA,GENERAL,20.5999722,-104.0465278
14DPR2902C,MATUTINO,LAZARO CARDENAS DEL RIO,AVENIDA NORTE 1,MADERO,0,5,ARROYO HONDO,0,6,AMECA,ANGELICA CECILIA PASILLAS GUTIERREZ,46716,0,angelicapasillas@hotmail.com,182,17,24,FEDERALIZADO,PRIMARIA,GENERAL,20.5634723,-104.0975001
14DPR2903B,MATUTINO,MANUEL LOPEZ COTILLA,MANUEL LOPEZ COTILLA 25,IGNACIO ALLENDE,16 DE SEPTIEMBRE,3,LOS AMIALES,0,6,AMECA,ROGELIO ARANDA OLVERA,46726,0,zonaescolar@hotmail.com,86,17,24,FEDERALIZADO,PRIMARIA,GENERAL,20.4725832,-103.9848611
14DPR2904A,MATUTINO,IGNACIO ZARAGOZA,CONOCIDO,0,0,224,SAN ANTONIO DE BUENAVISTA,0,53,LAGOS DE MORENO,CHRISTIAN DEL ROSARIO ASCENCION BUENROSTRO,47400,7467544,14dpr2904a@escuelas.sej.gob.mx,127,3,24,FEDERALIZADO,PRIMARIA,GENERAL,21.4949999,-101.8758333
14DPR2906Z,MATUTINO,INDEPENDENCIA,CONOCIDO,0,0,309,TORRECILLAS (EL LINDERO),0,53,LAGOS DE MORENO,CAROLINA BRAMASCO PALACIOS,47410,0,carolinabramasco@hotmail.com,164,2,24,FEDERALIZADO,PRIMARIA,GENERAL,21.3786111,-101.965
14DPR2908X,CONTINUO (TIEMPO COMPLETO),J DOLORES I†IGUEZ,MARCELINO GARCIA BARRAGAN 44,JOAQUIN MURRIETA,0,2,ALTAVISTA DE RAMOS,0,6,AMECA,FRANCISCO JAVIER TOPETE RUIZ,46600,0,altavistaderamos@hotmail.com,86,17,24,FEDERALIZADO,PRIMARIA,GENERAL,20.4419722,-104.02225
14DPR2909W,MATUTINO,FRANCISCO VILLA,CONOCIDO,0,0,159,LA PALMITA,0,53,LAGOS DE MORENO,ELVIRA ALVAREZ RODRIGUEZ,47500,0,elvira_aguas@hotmail.com,99,2,24,FEDERALIZADO,PRIMARIA,GENERAL,21.7656667,-101.9208332
14DPR2910L,MATUTINO,PEDRO MORENO,CONOCIDO,0,0,216,SABINO,0,53,LAGOS DE MORENO,JOSE REYES QUINTERO JIMENEZ,47420,7425558,chepopique@hotmail.com,59,2,24,FEDERALIZADO,PRIMARIA,GENERAL,21.3011389,-102.0375834
14DPR2911K,MATUTINO,ABRAZO DE ACATEMPAN,CONOCIDO,0,0,199,EL RANCHITO,0,53,LAGOS DE MORENO,MARTHA ALICIA RODRIGUEZ JUAREZ,47500,0,martha-alicia10@live.com.mx,164,2,24,FEDERALIZADO,PRIMARIA,GENERAL,21.4240645,-101.9899885
14DPR2912J,MATUTINO,EMILIANO ZAPATA,LOS PINOS,0,0,38,HUASCATO,0,33,DEGOLLADO,ALFONSO NEGRETE DIAZ,47990,9181539,tahua59@hotmail.com,156,6,24,FEDERALIZADO,PRIMARIA,GENERAL,20.4789444,-102.2525279
14DPR2913I,MATUTINO,BRAULIO RODRIGUEZ,CONOCIDO,0,0,68,QUIRINO (LA SIERRITA),0,33,DEGOLLADO,RAMNSES OROZCO CAMARENA,47980,0,ramnses81@hotmail.com,156,6,24,FEDERALIZADO,PRIMARIA,GENERAL,20.4683055,-102.2230277
14DPR2914H,MATUTINO,VALENTIN GOMEZ FARIAS,CONOCIDO,0,0,64,PUERTO DE CATARINA,0,33,DEGOLLADO,LUIS MARTIN ALVAREZ PINEDA,47980,0,luismapin61@hotmail.com,156,6,24,FEDERALIZADO,PRIMARIA,GENERAL,20.5330555,-102.0518334
14DPR2915G,CONTINUO (JORNADA AMPLIADA),JUSTO SIERRA,LAZARO CARDENAS DEL RIO 3,MANUEL VELAZQUEZ,EMILIANO ZAPATA,37,LA ZAPOTERA,0,66,PONCITLAN,ALDER ISABEL SANCHEZ VILLA,45950,0,martha_colios@hotmail.com,45,8,24,FEDERALIZADO,PRIMARIA,GENERAL,20.3063612,-102.8985833
14DPR2916F,MATUTINO,VICENTE GUERRERO,HIDALGO 161,ALVARO OBREGON,EMILIANO ZAPATA,33,SANTA CRUZ EL GRANDE,0,66,PONCITLAN,SAULO MATA RAMOS,45960,9113149,14dpr2916f@escuelas.sej.gob.mx,45,8,24,FEDERALIZADO,PRIMARIA,GENERAL,20.3765555,-102.8628889
14DPR2917E,MATUTINO,BENITO JUAREZ,AVENIDA PRIMAVERA 555,0,0,44,EL RANCHITO (EL COLESIO),0,67,PUERTO VALLARTA,MIGUEL ANGEL PRECIADO JIMENEZ,48270,0,zonaescolar247@gmail.com,247,15,24,FEDERALIZADO,PRIMARIA,GENERAL,20.7327501,-105.151139
14DPR2918D,MATUTINO,JOSE MA MORELOS Y PAVON,CONOCIDO,0,0,9,BOCA DE TOMATLAN,0,67,PUERTO VALLARTA,MARIA DEL ROCIO HERNANDEZ I†IGUEZ,48292,0,vitiba1306@hotmail.com,93,15,24,FEDERALIZADO,PRIMARIA,GENERAL,20.512162,-105.314414
14DPR2919C,MATUTINO,PEDRO MORENO,LIBERTAD,VENUSTIANO CARRANZA,0,43,PLAYA GRANDE (SAN PEDRO),0,67,PUERTO VALLARTA,OSCAR ANTONIO ISIORDIA ORTEGA,48333,0,chordia_14@hotmail.com,34,15,24,FEDERALIZADO,PRIMARIA,GENERAL,20.6492501,-105.1900819
14DPR2920S,MATUTINO,EMILIANO ZAPATA,EMILIANO ZAPATA 115,LIBERTAD,5 DE SEPTIEMBRE,1,PUERTO VALLARTA,EL PITILLAL,67,PUERTO VALLARTA,DANIEL GARCIA URIBE,48290,2242214,garciudan7707@gmail.com,34,15,24,FEDERALIZADO,PRIMARIA,GENERAL,20.6503144,-105.2195246
14DPR2921R,MATUTINO,18 DE MARZO,JUAREZ 159,0,0,26,SAN JOSE DE ORNELAS,0,66,PONCITLAN,EFRAIN BUENO AGUILAR,45950,0,aguilare.e@hotmail.com,207,8,24,FEDERALIZADO,PRIMARIA,GENERAL,20.3888888,-102.9788333
14DPR2922Q,MATUTINO,GREGORIO TORRES QUINTERO,AVENIDA DEL CHARRO 2,AVENIDA  16 DE SEPTIEMBRE,TEPEYAC,25,SAN JACINTO,0,66,PONCITLAN,J. TRINIDAD FIGUEROA DIAZ,45976,0,triny_dire01@hotmail.com,207,8,24,FEDERALIZADO,PRIMARIA,GENERAL,20.3986668,-103.0595555
14DPR2924O,MATUTINO,ADOLFO LOPEZ MATEOS,CONOCIDO,0,0,65,EL MANGUITO,0,68,VILLA PURIFICACION,BRENDA DEL SOCORRO REYES GARCIA,48830,0,alienirasa_lasache@hotmail.com,245,14,24,FEDERALIZADO,PRIMARIA,GENERAL,20.0097501,-104.7048057
14DPR2925N,MATUTINO,VIRREY ANTONIO DE MENDOZA,PABLO MALDONADO 150,ENCARNACION ROSAS,REFORMA,19,MEZCALA,0,66,PONCITLAN,GUADALUPE DEL SOCORRO VEGA NARVAEZ,45970,7659090,lupitavega48@hotmail.com,207,8,24,FEDERALIZADO,PRIMARIA,GENERAL,20.3373802,-103.0175148
14DPR2926M,MATUTINO,GUADALUPE VICTORIA,FERNANDO VARGAS 240,DONATO GUERRA,HIDALGO,1,PONCITLAN,GUADALUPE,66,PONCITLAN,ANA ROSA MARISCAL OCHOA,45950,9210313,deliaromo_67@hotmail.com,45,8,24,FEDERALIZADO,PRIMARIA,GENERAL,20.3787619,-102.9267839
14DPR2928K,MATUTINO,MIGUEL HIDALGO Y COSTILLA,PRIMERO DE MAYO 10,0,0,73,SAN JOSE DEL TULE,0,65,PIHUAMO,ARNOLDO AVALOS VIRGEN,49880,3961809,arnoldoavalos@hotmail.com,57,9,24,FEDERALIZADO,PRIMARIA,GENERAL,19.3273888,-103.375861
14DPR2930Z,MATUTINO,FRANCISCO I MADERO,HIDALGO 10,0,0,23,CARREON,0,68,VILLA PURIFICACION,ESPERANZA SARAHI DIAZ JIMENEZ,48800,0,payasinfregoso@hotmail.com,245,14,24,FEDERALIZADO,PRIMARIA,GENERAL,19.8704168,-104.7239444
14DPR2931Y,MATUTINO,REVOLUCION AGRARIA,OCAMPO 28,0,0,30,SAN MIGUEL ZAPOTITLAN,0,66,PONCITLAN,RIGOBERTO MARMOLEJO CURIEL,45955,0,rigobertomarmolejo@hotmail.com,207,8,24,FEDERALIZADO,PRIMARIA,GENERAL,20.39375,-102.9950002
14DPR2932X,MATUTINO,FRAY ANTONIO ALCALDE,HIDALGO 60,VICENTE GUERRERO,EMILIANO ZAPATA,28,SAN LUIS DEL AGUA CALIENTE,0,66,PONCITLAN,LETICIA CARVAJAL SAUCEDO,45963,0,14dpr2932x@escuelas.sej.gob.mx,45,8,24,FEDERALIZADO,PRIMARIA,GENERAL,20.3815001,-102.8244443
14DPR2933W,MATUTINO,LAZARO CARDENAS DEL RIO,CONSTITUCION 587,MELCHOR OCAMPO,VALENTIN GOMEZ FARIAS,38,LAS PALMAS DE ARRIBA,LAS PALMAS,67,PUERTO VALLARTA,HECTOR GUILLERMO IBA†EZ,48333,2692382,icardenas2933w@gmail.com,247,15,24,FEDERALIZADO,PRIMARIA,GENERAL,20.8244196,-105.1013182
14DPR2934V,MATUTINO,EMANCIPACION,INDEPENDENCIA 171,JOSEFA ORTIZ DE DOMINGUEZ,16 DE SEPTIEMBRE,28,IXTAPA,IXTAPA (ZONA CENTRO),67,PUERTO VALLARTA,MA DE LOS ANGELES ESPINOSA ANTE,48280,2816793,esc.emancipacion@gmail.com,247,15,24,FEDERALIZADO,PRIMARIA,GENERAL,20.7157363,-105.206622
14DPR2936T,MATUTINO,NI†OS HEROES,VICENTE SUAREZ 27,JUAN DE LA BARRERA,RAYON,11,CUITZEO (LA ESTANCIA),0,66,PONCITLAN,J. DE JESUS ZAMORANO HERNANDEZ,45965,0,14dpr2936t@escuelas.sej.gob.mx,45,8,24,FEDERALIZADO,PRIMARIA,GENERAL,20.3376249,-102.786118
14DPR2937S,MATUTINO,15 DE MAYO,LIBERTAD,0,0,42,ESPINOS DE CARREON,0,68,VILLA PURIFICACION,NORA ALEJANDRA QUINTERO GUZMAN,48826,0,nohemiduenas@hotmail.com,245,14,24,FEDERALIZADO,PRIMARIA,GENERAL,19.8410555,-104.7499166
14DPR2939Q,CONTINUO (JORNADA AMPLIADA),20 DE NOVIEMBRE,JUAREZ 5,20 DE NOVIEMBRE,REVOLUCION,59,LA VILLITA,0,6,AMECA,NAYELI ESTRADA GONZALEZ,46718,0,lavillita20denoviembre@hotmail.com,182,17,24,FEDERALIZADO,PRIMARIA,GENERAL,20.5863333,-104.1721387
14DPR2940F,CONTINUO (JORNADA AMPLIADA),NARCISO MENDOZA,NARCISO MENDOZA 29,JUAREZ,JAVIER MINA,57,EL TEXCALAME,0,6,AMECA,RUBEN JOSUE QUINTERO OLAGUE,46728,0,eltexcalame@hotmail.com,86,17,24,FEDERALIZADO,PRIMARIA,GENERAL,20.4564723,-104.072
14DPR2941E,CONTINUO (JORNADA AMPLIADA),JOSE MA MORELOS Y PAVON,FRANCISCO I MADERO,0,0,51,SAN NICOLAS,0,6,AMECA,MARIA GUADALUPE LOPEZ CASTA†EDA,46600,7440347,luisvida2006@hotmail.com,182,17,24,FEDERALIZADO,PRIMARIA,GENERAL,20.5596944,-104.1106943
14DPR2942D,MATUTINO,BENITO JUAREZ,MADERO 85,EMILIO CARRANZA,BRASIL,50,SAN MIGUEL,0,6,AMECA,ROSA SAMARIA VARGAS ORTEGA,46600,0,benitojuarez.2942d@gmail.com,182,17,24,FEDERALIZADO,PRIMARIA,GENERAL,20.5474444,-104.0913332
14DPR2943C,VESPERTINO,15 DE MAYO,1 DE MAYO 4 ORIENTE,GONZALEZ GALLO,REVOLUCION,35,SANTA CRUZ DEL VALLE,0,97,TLAJOMULCO DE ZU†IGA,AMELIA VELASCO GARCIA,45655,36899575,velasco_amelia@hotmail.com,195,19,24,FEDERALIZADO,PRIMARIA,GENERAL,20.5472245,-103.3356349
14DPR2944B,MATUTINO,FRANCISCO I MADERO,MIGUEL HIDALGO 52,JUAREZ,0,22,SAN JOSE DE LAS PILAS (LA PILA CHICA),0,66,PONCITLAN,FORTUNATO RUBIO DE DIOS,45950,0,elyigora@gmail.com,45,8,24,FEDERALIZADO,PRIMARIA,GENERAL,20.336861,-102.8942499
14DPR2945A,MATUTINO,MIGUEL HIDALGO Y COSTILLA,CONOCIDO,0,0,5,EL ALCIHUATL,0,68,VILLA PURIFICACION,SALVADOR FLETES FLETES,48830,0,fletes2@hotmail.com,245,14,24,FEDERALIZADO,PRIMARIA,GENERAL,19.9079165,-104.7196666
14DPR2946Z,MATUTINO,FRANCISCO I MADERO,FRANCISCO I MADERO 1,JOSEFA ORTIZ DE DOMINGUEZ,LEONA VICARIO,50,TEBELCHIA (EL ROBLE),0,67,PUERTO VALLARTA,JULIO ORLANDO RAMIREZ ANDRADE,48262,0,florencio92@live.com.mx,247,15,24,FEDERALIZADO,PRIMARIA,GENERAL,20.8618335,-105.1311111
14DPR2948Y,MATUTINO,NICOLAS BRAVO,DURANGO 38,NAYARIT,0,52,SANTA MARIA DE LA HUERTA,0,6,AMECA,JOSE RODOLFO PICAZO ESTRADA,46600,0,stamariadelahuerta@hotmail.com,86,17,24,FEDERALIZADO,PRIMARIA,GENERAL,20.4523612,-104.0346112
14DPR2949X,MATUTINO,VICENTE GUERRERO,CONOCIDO,0,0,49,SAN IGNACIO,0,6,AMECA,VALENTE RAMIREZ ALVAREZ,46720,0,sanignacio2turnos@hotmail.com,86,17,24,FEDERALIZADO,PRIMARIA,GENERAL,20.5172223,-104.0345556
14DPR2950M,CONTINUO (JORNADA AMPLIADA),MIGUEL HIDALGO Y COSTILLA,IGNACIO ZARAGOZA 2,0,0,46,EL SABINO,0,6,AMECA,MARIA DE LOURDES VAZQUEZ CURIEL,46600,0,elsabinomiguelhidalgo@hotmail.com,86,17,24,FEDERALIZADO,PRIMARIA,GENERAL,20.4766387,-104.0538334
14DPR2951L,MATUTINO,NI†O ARTILLERO,CONOCIDO,0,0,63,EL PLATANAR,0,65,PIHUAMO,MYRIAM MU†OZ ASCENSION,49870,3961995,karol101981@hotmail.com,57,9,24,FEDERALIZADO,PRIMARIA,GENERAL,19.0561111,-103.4944444
14DPR2952K,VESPERTINO,RUBEN RODRIGUEZ,ALAMEDA 15,CORONA,CORREGIDORA,1,AMECA,AMECA (ZONA CENTRO),6,AMECA,JOSE DE JESUS VERA FREGOSO,46600,7581034,verafrego@hotmail.com,18,17,24,FEDERALIZADO,PRIMARIA,GENERAL,20.5553747,-104.0466793
14DPR2953J,MATUTINO,EMILIANO ZAPATA,CONOCIDO,0,0,35,LOS FRESNOS,0,33,DEGOLLADO,DAPHNE YANINNE MARTINEZ ANTUNEZ,47980,0,14dpr2953j@escuelas.sej.gob.mx,73,6,24,FEDERALIZADO,PRIMARIA,GENERAL,20.4131946,-102.0774721
14DPR2954I,MATUTINO,GUADALUPE VICTORIA,CONOCIDO,0,0,98,EL MONTOSO,0,69,QUITUPAN,NORMA GUADALUPE SANCHEZ GODINEZ,49570,1494993,14dpr2954i@escuelas.sej.gob.mx,236,10,24,FEDERALIZADO,PRIMARIA,GENERAL,19.681361,-102.9256943
14DPR2955H,MATUTINO,BELISARIO DOMINGUEZ,CONOCIDO,0,0,26,CHARAPUATO,0,33,DEGOLLADO,ANA DEL ROSIO CABELLO CABELLO,47980,0,14dpr2955h@escuelas.sej.gob.mx,73,6,24,FEDERALIZADO,PRIMARIA,GENERAL,20.3845277,-102.101639
14DPR2956G,MATUTINO,EDUCACION Y TRABAJO,16 DE SEPTIEMBRE 85,AMADO NERVO,MORELOS,6,CASA BLANCA,0,66,PONCITLAN,AGUSTIN REGALADO MELENDREZ,45950,0,20denoviembre_64@hotmail.com,207,8,24,FEDERALIZADO,PRIMARIA,GENERAL,20.4024723,-103.0375557
14DPR2957F,VESPERTINO,RUBEN RODRIGUEZ LOMELI,HIDALGO 152,MORELOS,LOPEZ MATEOS,231,TESISTAN (SAN FRANCISCO TESISTAN),SANTA LUCIA,120,ZAPOPAN,ROSENDO PE†A RODRIGUEZ,45200,38973314,rrl2957f@hotmail.com,75,27,24,FEDERALIZADO,PRIMARIA,GENERAL,20.8035531,-103.4938375
14DPR2958E,CONTINUO (JORNADA AMPLIADA),RAMON CORONA,20 DE NOVIEMBRE,CORREGIDORA,0,119,SAN MIGUEL,0,68,VILLA PURIFICACION,SERGIO AGRAZ RUIZ,48840,0,sergioagrazruiz54@gmail.com,38,14,24,FEDERALIZADO,PRIMARIA,GENERAL,19.6770834,-104.7278889
14DPR2959D,MATUTINO,EMILIANO ZAPATA,ROSA OFELIA GARCIA,0,0,84,PABELO,0,68,VILLA PURIFICACION,ELISEO HERNANDEZ AGUILAR,48800,0,eliseoaguilar64@hotmail.com,245,14,24,FEDERALIZADO,PRIMARIA,GENERAL,19.8792777,-104.634861
14DPR2962R,MATUTINO,16 DE SEPTIEMBRE,CONOCIDO,0,0,141,ZAPOTAN,0,68,VILLA PURIFICACION,JOSE GUADALUPE ARIAS DOMINGUEZ,48845,0,acariciado9@hotmail.com,38,14,24,FEDERALIZADO,PRIMARIA,GENERAL,19.7599168,-104.9187501
14DPR2963Q,MATUTINO,CRISTOBAL COLON,CONOCIDO,0,0,130,TELPITITA,0,68,VILLA PURIFICACION,MARIA MERCEDES LOPEZ RUELAS,48820,0,pemi860616@live.com.mx,38,14,24,FEDERALIZADO,PRIMARIA,GENERAL,19.7189445,-104.795028
14DPR2964P,MATUTINO,JOSEFA ORTIZ DE DOMINGUEZ,CONOCIDO,JOSE ORNELAS,MIGUEL HIDALGO,138,MESON DE LOS SAUCES,0,35,ENCARNACION DE DIAZ,MARIA LETICIA HERNANDEZ ALONZO,47285,9535454,escuelajosefaortiz2011@hotmail.com,143,3,24,FEDERALIZADO,PRIMARIA,GENERAL,21.5747222,-102.1427778
14DPR2965O,MATUTINO,IGNACIO ZARAGOZA,CONOCIDO,0,0,123,LA LOMITA (EL RANCHITO),0,35,ENCARNACION DE DIAZ,NICOLAS GAETA GORDIANO,47270,0,nicolaspit77@hotmail.com,213,3,24,FEDERALIZADO,PRIMARIA,GENERAL,21.4409445,-102.3166388
14DPR2966N,MATUTINO,CUAUHTEMOC,MORELOS 6,ALDAMA,FRANCISCO I MADERO,15,LA NUEVA CANTERIA (EL POCHOTE),0,6,AMECA,JUAN RAMON MAYORAL LOPEZ,46600,0,esc.cuauhtemoc@hotmail.com,182,17,24,FEDERALIZADO,PRIMARIA,GENERAL,20.5303332,-104.083611
14DPR2967M,MATUTINO,CUAUHTEMOC,JULIAN LOPEZ IBARRA 1268,MANANTIAL,0,14,LA CALERA DE ARRIBA,0,6,AMECA,ZOILA GODOY SOLANO,46600,0,lacaleracuauhtemoc@hotmail.com,86,17,24,FEDERALIZADO,PRIMARIA,GENERAL,20.5051949,-104.0653455
14DPR2968L,MATUTINO,CUAUHTEMOC,INDEPENDENCIA 1,AVENIDA VALLARTA,MORELOS,12,CAIMANERO (EL QUELITE),0,6,AMECA,SAMUEL GARCIA CORONA,46600,0,nikolameca@gmail.com,18,17,24,FEDERALIZADO,PRIMARIA,GENERAL,20.5335278,-103.9843888
14DPR2969K,MATUTINO,CUAUHTEMOC,PLAZA PAZ CORTAZAR 118,TEODORO GALAVIZ,PERIFERICO,11,EL CABEZON (EL LIMON),0,6,AMECA,JOSE IGNACIO SEGOVIANO LOPEZ,46725,1140311,nacho-segoviano@hotmail.com,18,17,24,FEDERALIZADO,PRIMARIA,GENERAL,20.4980555,-103.9526945
